age,gender,maritalstatus,education,occupation,annualincome,homeowner,state,monthlybilledamount,totalminsusedinlastmonth,unpaidbalance,numberofmonthunpaid,numberofcomplaints,numdayscontractequipmentplanexpiring,penaltytoswitch,calldroprate,callfailurerate,percentagecalloutsidenetwork,totalcallduration_mean,totalcallduration_std,totalcallduration_min,totalcallduration_max,avgcallduration_mean,avgcallduration_std,avgcallduration_min,avgcallduration_max,churn
22,Female,Single,PhD or equivalent,Technology Related Job,123975,Yes,MI,95,180,209,4,2,5,135,0.02,0.0,0.34,2742.0,3065.743139925457,963,6282,857.3333333333334,198.81230679546306,628,981,0
53,Male,Single,High School or below,Non-technology Related Job,234875,No,MN,33,377,224,2,0,24,307,0.0,0.01,0.8,3978.0,480.83261120685233,3638,4318,734.5,181.7264427649427,606,863,0
55,Female,Married,High School or below,Non-technology Related Job,39833,Yes,KS,3,476,9,4,1,93,483,0.04,0.0,0.33,5883.5,4229.205658276741,2893,8874,731.0,11.313708498984761,723,739,0
57,Female,Single,High School or below,Non-technology Related Job,94790,Yes,FL,94,76,44,6,2,62,159,0.07,0.0,0.86,3723.0,3534.1196923703646,1224,6222,957.5,376.8879143724298,691,1224,0
59,Female,Married,High School or below,Non-technology Related Job,149748,Yes,AL,65,175,79,0,3,32,336,0.03,0.0,0.39,4753.0,4109.704612256214,1847,7659,610.0,490.73210614346397,263,957,1
75,Female,Single,High School or below,Technology Related Job,147776,No,LA,72,178,189,6,2,72,196,0.05,0.01,0.6,3904.0,755.1900423072327,3370,4438,864.5,31.81980515339464,842,887,0
77,Female,Married,Bachelor or equivalent,Non-technology Related Job,202734,Yes,HI,43,278,224,0,3,42,372,0.0,0.01,0.13,4892.0,1142.6845583974607,4084,5700,815.0,1.4142135623730951,814,816,0
12,Male,Single,Bachelor or equivalent,Non-technology Related Job,7691,No,AZ,14,377,9,2,0,11,48,0.04,0.0,0.66,1131.3333333333333,164.0924536148245,982,1307,595.0,451.7742799230607,245,1105,1
14,Male,Married,Bachelor or equivalent,Non-technology Related Job,62649,Yes,VA,105,476,44,4,2,80,225,0.0,0.0,0.19,3212.5,166.17009357883867,3095,3330,726.5,542.3509011700819,343,1110,0
30,Male,Single,Master or equivalent,Technology Related Job,60678,Yes,IL,112,480,154,2,0,21,85,0.02,0.02,0.4,6349.0,456.7909806465097,6026,6672,705.0,50.91168824543142,669,741,1
32,Male,Married,Master or equivalent,Technology Related Job,115635,Yes,CO,83,79,189,4,1,90,261,0.05,0.01,0.93,3181.0,1678.6714985368637,1994,4368,491.5,9.192388155425117,485,498,0
34,Female,Single,High School or below,Non-technology Related Job,170593,No,WV,54,178,224,6,3,59,437,0.01,0.01,0.46,3199.0,892.368757857423,2568,3830,560.0,115.96551211459379,478,642,0
36,Female,Married,High School or below,Non-technology Related Job,225550,Yes,SD,25,278,9,0,0,29,113,0.05,0.0,0.0,1947.0,418.60721446243616,1651,2243,579.5,236.88077169749343,412,747,0
52,Female,Single,High School or below,Technology Related Job,223579,Yes,DE,32,281,119,6,2,69,474,0.07,0.02,0.21,3401.3333333333335,2720.5437569231144,268,5163,569.3333333333334,271.5259349184408,268,795,0
54,Female,Married,High School or below,Technology Related Job,28537,Yes,WY,3,380,154,0,3,39,150,0.02,0.02,0.74,3665.0,3092.885060909959,1478,5852,694.5,62.932503525602726,650,739,0
56,Male,Single,High School or below,Non-technology Related Job,83494,Yes,TX,94,479,189,2,1,8,326,0.06,0.01,0.27,2945.5,1436.133872589878,1930,3961,816.5,245.36605307173198,643,990,0
19,Female,Single,High School or below,Non-technology Related Job,194394,Yes,VT,32,176,204,0,2,26,498,0.04,0.02,0.72,3610.0,2851.0545417441595,1594,5626,617.0,121.62236636408618,531,703,1
74,Male,Single,Bachelor or equivalent,Technology Related Job,136480,Yes,AK,72,82,84,1,0,18,362,0.04,0.02,0.01,2867.5,614.4757928511098,2433,3302,680.5,184.55486988968892,550,811,0
76,Male,Married,Bachelor or equivalent,Technology Related Job,191438,No,VT,43,181,119,4,2,87,39,0.07,0.02,0.54,3057.0,168.2914139223983,2938,3176,558.0,41.012193308819754,529,587,0
79,Female,Married,Master or equivalent,Technology Related Job,246395,Yes,PA,14,281,154,6,3,56,215,0.03,0.01,0.07,3470.5,2187.0812742099915,1924,5017,658.5,251.02290732122438,481,836,0
41,Male,Single,Master or equivalent,Non-technology Related Job,107296,Yes,RI,72,478,169,3,0,75,387,0.01,0.02,0.53,3543.5,3853.0248506854973,819,6268,652.0,343.6538956566621,409,895,0
43,Male,Married,Master or equivalent,Non-technology Related Job,162253,Yes,NY,43,77,204,6,1,44,64,0.05,0.01,0.06,6190.5,2747.109844909737,4248,8133,862.0,217.78888860545663,708,1016,0
31,Female,Single,High School or below,Technology Related Job,104339,Yes,SC,83,483,84,0,0,36,428,0.04,0.02,0.34,5103.5,1868.883222676045,3782,6425,716.5,122.32947314527271,630,803,1
33,Female,Married,High School or below,Technology Related Job,159297,Yes,NY,54,82,119,2,1,5,104,0.0,0.02,0.87,5899.5,1621.3958492607535,4753,7046,795.0,219.20310216782974,640,950,1
63,Male,Single,High School or below,Non-technology Related Job,20197,No,ND,112,279,134,7,2,23,276,0.06,0.02,0.33,4733.0,4205.921183284347,1192,9382,1012.0,156.7035417595914,906,1192,0
66,Female,Single,High School or below,Non-technology Related Job,75154,Yes,NE,83,378,169,2,0,93,452,0.02,0.02,0.86,6077.0,4608.9219997739165,2818,9336,988.0,69.29646455628166,939,1037,0
68,Female,Married,High School or below,Non-technology Related Job,130112,Yes,ME,53,478,204,4,1,62,129,0.05,0.01,0.39,4345.5,467.39758236430794,4015,4676,718.0,306.8843430349616,501,935,0
55,Male,Married,Bachelor or equivalent,Technology Related Job,72198,Yes,NE,94,383,84,6,3,53,493,0.05,0.02,0.68,2034.0,2179.3030996169396,493,3575,604.0,156.97770542341354,493,715,0
18,Female,Married,Bachelor or equivalent,Non-technology Related Job,183098,Yes,NH,32,80,99,3,1,72,165,0.03,0.03,0.13,3211.5,1156.119587240005,2394,4029,641.5,231.22391744800103,478,805,1
20,Male,Single,Bachelor or equivalent,Non-technology Related Job,238056,Yes,MI,3,180,134,6,2,41,341,0.06,0.02,0.67,1163.0,1055.003317530329,417,1909,447.0,42.42640687119285,417,477,0
36,Female,Single,Master or equivalent,Technology Related Job,236085,Yes,PA,10,183,244,3,0,82,201,0.0,0.0,0.88,1948.0,2161.4016285734588,49,4300,402.6666666666667,415.3195556837329,49,860,0
66,Male,Single,PhD or equivalent,Non-technology Related Job,96985,Yes,SC,68,380,9,1,2,0,374,0.07,0.0,0.33,2993.5,943.987552884041,2326,3661,842.5,533.8656197958434,465,1220,0
14,Male,Married,High School or below,Technology Related Job,95014,Yes,CT,75,383,119,6,0,41,234,0.01,0.02,0.54,2558.5,375.47370081005676,2293,2824,521.5,72.8319984622144,470,573,0
44,Female,Married,High School or below,Non-technology Related Job,205914,Yes,FL,13,80,134,4,1,59,406,0.07,0.02,0.0,3591.5,3225.114028991843,1311,5872,637.5,283.5498192558056,437,838,0
60,Female,Single,High School or below,Technology Related Job,203943,No,MT,21,84,244,1,0,0,267,0.01,0.0,0.21,6964.0,5239.661248592317,3259,10669,851.5,53.033008588991066,814,889,0
23,Male,Single,High School or below,Non-technology Related Job,64844,Yes,NV,79,281,9,7,1,18,439,0.07,0.0,0.67,2871.0,264.45793616376875,2684,3058,701.5,272.2361107568208,509,894,0
39,Female,Single,Bachelor or equivalent,Technology Related Job,62873,Yes,UT,86,284,119,4,3,58,299,0.01,0.02,0.88,4455.5,3968.990362800091,1649,7262,609.0,278.6000717874997,412,806,1
69,Male,Single,Bachelor or equivalent,Non-technology Related Job,173773,Yes,VA,24,481,134,2,1,77,472,0.07,0.02,0.33,3016.0,533.1585130146568,2639,3393,901.5,590.4341622907672,484,1319,0
17,Male,Married,Master or equivalent,Technology Related Job,171802,Yes,IL,32,484,244,7,3,17,332,0.01,0.0,0.54,1874.6666666666667,1403.621150215874,563,3355,600.6666666666666,60.96173663318108,563,671,1
47,Female,Married,Master or equivalent,Non-technology Related Job,32703,No,IA,90,181,9,5,0,36,4,0.0,0.0,0.0,4050.0,756.6042558696058,3515,4585,821.0,80.61017305526642,764,878,0
63,Female,Single,High School or below,Technology Related Job,30731,Yes,NY,97,185,119,2,3,76,364,0.02,0.02,0.21,2946.0,2519.378494787951,132,4992,527.6666666666666,358.82632753650245,132,832,0
25,Male,Married,High School or below,Non-technology Related Job,141632,Yes,ND,35,381,134,0,0,95,37,0.0,0.02,0.67,1997.5,702.1570337182417,1501,2494,790.5,57.27564927611035,750,831,1
41,Female,Single,High School or below,Technology Related Job,139661,Yes,WY,42,385,244,5,3,35,397,0.02,0.0,0.88,3806.5,1358.3521266593577,2846,4767,696.0,21.213203435596427,681,711,0
72,Male,Single,High School or below,Non-technology Related Job,561,Yes,AK,100,82,9,3,0,54,69,0.0,0.0,0.33,3225.0,789.131167804187,2667,3783,805.5,197.28279195104676,666,945,0
20,Male,Married,Bachelor or equivalent,Technology Related Job,248590,Yes,ME,108,85,119,1,2,94,429,0.02,0.02,0.55,7221.5,2092.328965530994,5742,8701,805.5,20.506096654409877,791,820,0
50,Female,Married,Bachelor or equivalent,Non-technology Related Job,109491,Yes,MA,46,282,134,6,0,13,102,0.0,0.02,0.0,4787.5,1240.9724009823908,3910,5665,679.5,40.30508652763321,651,708,0
66,Male,Married,Master or equivalent,Non-technology Related Job,107520,Yes,PA,53,285,244,4,2,53,462,0.02,0.0,0.21,5178.5,1267.8424586674796,4282,6075,807.5,68.58935777509511,759,856,0
28,Female,Married,Master or equivalent,Non-technology Related Job,218420,Yes,SC,111,482,9,1,3,72,134,0.01,0.0,0.67,2473.5,1479.974493023444,1427,3520,677.5,286.37824638055173,475,880,0
44,Female,Single,High School or below,Non-technology Related Job,216449,No,CO,119,486,119,7,2,12,494,0.03,0.02,0.88,2102.5,372.64527368531054,1839,2366,602.0,15.556349186104045,591,613,0
75,Male,Single,High School or below,Non-technology Related Job,77349,Yes,DE,56,183,134,4,3,31,167,0.01,0.02,0.34,4863.0,1286.9343417595164,3953,5773,755.5,48.79036790187178,721,790,0
22,Male,Married,High School or below,Non-technology Related Job,75378,Yes,MO,64,186,244,2,2,71,27,0.03,0.0,0.55,3476.5,3556.0400025871477,962,5991,587.5,378.3021279348029,320,855,0
53,Female,Single,High School or below,Non-technology Related Job,186279,Yes,NE,2,383,9,7,3,89,199,0.01,0.0,0.0,4062.5,3580.0816331474903,1531,6594,557.0,247.48737341529164,382,732,0
69,Male,Married,Bachelor or equivalent,Non-technology Related Job,184308,Yes,UT,9,386,119,5,1,30,60,0.03,0.02,0.21,2019.0,606.6976182580578,1590,2448,606.5,296.2777413171634,397,816,0
31,Female,Married,Bachelor or equivalent,Non-technology Related Job,45208,No,VA,67,83,134,2,3,48,232,0.01,0.02,0.67,1095.0,100.40916292848975,1024,1166,547.5,50.204581464244875,512,583,0
47,Female,Single,Bachelor or equivalent,Non-technology Related Job,43237,No,ID,75,87,244,0,1,89,92,0.04,0.0,0.88,3361.0,3029.2454506031695,1219,5503,596.0,268.70057685088807,406,786,0
77,Male,Single,Master or equivalent,Non-technology Related Job,154137,Yes,IN,13,284,9,5,2,7,265,0.02,0.0,0.34,2826.0,2850.2896344055985,941,6105,778.3333333333334,142.1489828782933,678,941,0
25,Male,Single,High School or below,Non-technology Related Job,152166,Yes,NM,20,287,119,3,1,48,125,0.04,0.02,0.55,2962.0,223.44574285494903,2804,3120,592.0,45.254833995939045,560,624,0
56,Female,Single,High School or below,Non-technology Related Job,13067,Yes,NC,78,484,134,1,2,66,297,0.02,0.02,0.0,3350.0,2583.768178455645,1523,5177,559.5,253.85133444597056,380,739,0
71,Male,Married,High School or below,Non-technology Related Job,11096,Yes,WY,85,487,244,6,0,7,157,0.04,0.0,0.22,4948.0,3348.8577156994893,2580,7316,728.5,118.08683245815344,645,812,0
34,Female,Married,High School or below,Non-technology Related Job,121996,Yes,AK,23,184,9,4,2,25,330,0.02,0.0,0.67,3022.0,227.6883835420683,2861,3183,604.0,45.254833995939045,572,636,1
50,Female,Single,High School or below,Non-technology Related Job,120025,Yes,LA,31,188,119,1,0,66,190,0.04,0.02,0.88,2188.0,142.8355697996826,2087,2289,576.0,168.2914139223983,457,695,0
12,Male,Married,Bachelor or equivalent,Non-technology Related Job,230926,Yes,MD,89,385,134,7,1,84,362,0.02,0.02,0.34,3687.0,2767.615941564147,1730,5644,902.5,53.033008588991066,865,940,0
28,Male,Single,Bachelor or equivalent,Non-technology Related Job,228955,No,OR,96,388,244,4,0,25,222,0.05,0.0,0.55,4204.5,567.8067452927977,3803,4606,666.5,400.92954493277244,383,950,1
58,Female,Single,Bachelor or equivalent,Non-technology Related Job,89855,Yes,RI,34,85,9,2,1,43,395,0.03,0.0,0.01,3824.5,501.3387078612622,3470,4179,869.0,247.48737341529164,694,1044,0
74,Male,Married,PhD or equivalent,Non-technology Related Job,87884,Yes,CO,42,88,119,7,0,83,255,0.05,0.02,0.22,5828.0,3883.430442276519,3082,8574,861.0,128.69343417595164,770,952,0
37,Female,Married,High School or below,Non-technology Related Job,198784,Yes,DE,100,285,134,5,1,2,427,0.03,0.02,0.67,4700.0,2435.27575440647,2978,6422,728.5,21.920310216782973,713,744,0
53,Female,Married,High School or below,Non-technology Related Job,196813,Yes,MO,107,288,244,2,3,42,287,0.05,0.0,0.88,5497.0,1179.4541110191612,4663,6331,861.5,99.7020561473032,791,932,0
15,Male,Married,High School or below,Others,57714,No,MT,45,485,9,0,1,61,460,0.03,0.0,0.34,3810.0,3668.7228022841955,1029,7968,746.3333333333334,272.1880477415078,486,1029,0
31,Male,Single,High School or below,Non-technology Related Job,55743,No,TX,52,489,119,5,3,1,320,0.05,0.02,0.55,3186.5,891.6616510762365,2556,3817,807.5,62.932503525602726,763,852,0
61,Female,Single,High School or below,Others,166643,Yes,VT,110,186,134,3,0,20,492,0.04,0.02,0.01,3435.0,859.8418459228418,2827,4043,875.0,94.75230867899737,808,942,0
77,Male,Married,Bachelor or equivalent,Non-technology Related Job,164672,Yes,ID,118,189,244,0,3,60,353,0.06,0.0,0.22,2373.5,1576.1410152648145,1259,3488,978.0,397.39401102683973,697,1259,1
39,Female,Single,Bachelor or equivalent,Others,25572,Yes,IN,56,386,9,6,0,79,25,0.04,0.0,0.67,3189.0,1770.595380091115,1937,4441,854.0,161.22034611053283,740,968,0
55,Female,Married,Master or equivalent,Non-technology Related Job,23601,Yes,NM,63,389,119,3,3,19,385,0.06,0.02,0.88,4362.5,447.59859249108456,4046,4679,671.0,4.242640687119285,668,674,0
18,Male,Married,PhD or equivalent,Others,134502,No,NY,1,86,134,1,0,38,58,0.04,0.02,0.34,3436.0,4132.332029254184,514,6358,582.5,460.32651455244246,257,908,0
34,Female,Single,High School or below,Non-technology Related Job,132531,Yes,WI,9,90,244,7,2,78,418,0.06,0.0,0.55,2874.5,389.6158364337877,2599,3150,639.5,13.435028842544403,630,649,0
64,Female,Single,High School or below,Others,243431,Yes,AL,66,287,9,4,0,97,90,0.04,0.0,0.01,5358.0,2050.609665440988,3908,6808,876.5,135.0573952066306,781,972,0
12,Male,Single,High School or below,Non-technology Related Job,241460,No,LA,74,290,119,2,2,37,450,0.06,0.02,0.22,6094.0,1435.4267658086915,5079,7109,1015.0,0.0,1015,1015,0
42,Female,Single,High School or below,Others,102361,Yes,MD,12,487,134,7,3,56,123,0.05,0.02,0.68,4326.0,1721.0979054080567,3109,5543,654.5,193.04015126392747,518,791,0
58,Female,Married,Bachelor or equivalent,Non-technology Related Job,100389,Yes,OR,19,490,244,5,2,96,483,0.07,0.03,0.89,2023.3333333333333,1019.907021906082,1363,3198,835.0,462.2899523026647,503,1363,0
21,Male,Married,Bachelor or equivalent,Others,211290,Yes,PA,77,187,9,2,3,15,155,0.05,0.0,0.34,2026.0,1241.6795077635775,1148,2904,627.5,481.5397179880389,287,968,0
36,Female,Single,Master or equivalent,Non-technology Related Job,209319,Yes,CA,85,191,119,0,1,55,15,0.07,0.01,0.55,4165.5,1863.2263684265527,2848,5483,747.5,50.204581464244875,712,783,1
67,Male,Married,Master or equivalent,Others,70219,No,CT,23,388,133,5,3,73,188,0.05,0.02,0.01,2662.0,564.2712113868649,2263,3061,736.0,401.636651713959,452,1020,0
15,Male,Single,High School or below,Non-technology Related Job,68248,No,MS,30,391,243,3,1,14,48,0.07,0.03,0.22,4253.0,295.57063453597686,4044,4462,775.5,45.96194077712559,743,808,0
45,Female,Single,High School or below,Others,179149,Yes,MT,88,88,8,0,2,32,220,0.05,0.0,0.68,4712.5,1727.4618664387356,3491,5934,661.0,113.13708498984761,581,741,0
61,Female,Married,High School or below,Non-technology Related Job,177178,Yes,TX,95,91,118,6,1,73,80,0.07,0.01,0.89,4235.0,412.95036021294374,3943,4527,869.5,163.3416664540925,754,985,0
23,Male,Married,High School or below,Others,38078,Yes,UT,33,288,133,4,2,91,253,0.06,0.02,0.34,2880.0,1356.2308063157982,1921,3839,431.5,67.17514421272202,384,479,0
39,Female,Married,Bachelor or equivalent,Non-technology Related Job,36107,Yes,HI,41,292,243,1,1,32,113,0.0,0.03,0.55,3569.0,2358.9082220383225,1901,5237,690.5,81.31727983645297,633,748,0
70,Male,Married,Bachelor or equivalent,Others,147007,No,IL,99,489,8,7,2,50,285,0.06,0.0,0.01,4534.0,111.72287142747452,4455,4613,829.5,86.97413408594535,768,891,0
17,Male,Single,Bachelor or equivalent,Non-technology Related Job,145036,Yes,NJ,106,492,118,4,0,91,146,0.0,0.01,0.22,2431.0,1080.4591616530447,1667,3195,644.5,266.5792565073284,456,833,0
48,Female,Single,Master or equivalent,Others,5937,Yes,NY,44,189,133,2,2,9,318,0.06,0.02,0.68,4595.5,41.71930009000631,4566,4625,788.5,193.04015126392747,652,925,0
64,Female,Married,High School or below,Non-technology Related Job,3966,Yes,WI,52,192,243,7,0,50,178,0.0,0.03,0.89,3011.5,624.3752877877215,2570,3453,773.0,117.37972567696688,690,856,0
26,Male,Single,High School or below,Others,114866,Yes,WY,110,389,8,5,1,68,351,0.06,0.0,0.34,3734.5,2073.944189220144,2268,5201,703.0,74.95331880577403,650,756,0
42,Female,Married,High School or below,Non-technology Related Job,112895,Yes,KY,117,392,118,2,0,9,211,0.0,0.01,0.56,2880.5,2844.690580713481,869,4892,552.0,371.938166904124,289,815,0
72,Male,Married,High School or below,Others,223795,Yes,ME,55,89,133,0,1,27,383,0.07,0.02,0.01,2898.5,620.1326471006022,2460,3337,622.0,299.8132752230961,410,834,0
20,Male,Single,Bachelor or equivalent,Non-technology Related Job,221824,Yes,OK,62,93,243,5,0,67,243,0.01,0.03,0.22,6575.5,1125.0068888677972,5780,7371,822.0,4.242640687119285,819,825,0
51,Female,Single,Bachelor or equivalent,Others,82725,No,PA,0,290,8,3,1,86,416,0.07,0.0,0.68,3874.5,1772.7167004346747,2621,5128,754.5,140.71424945612296,655,854,0
67,Female,Single,Bachelor or equivalent,Non-technology Related Job,80754,No,CA,8,293,118,0,3,26,276,0.01,0.01,0.89,1702.6666666666667,749.1497402611399,884,2354,763.6666666666666,131.68269944580166,623,884,1
29,Male,Single,Master or equivalent,Others,191654,Yes,CO,66,490,133,6,1,45,448,0.07,0.02,0.35,4056.5,1099.5510447450813,3279,4834,812.0,9.899494936611665,805,819,0
45,Female,Married,PhD or equivalent,Non-technology Related Job,189683,Yes,MN,73,493,243,3,3,85,308,0.01,0.03,0.56,2628.5,836.5073221436858,2037,3220,831.0,264.45793616376875,644,1018,0
75,Male,Married,High School or below,Others,50584,Yes,MO,11,190,8,1,0,4,481,0.07,0.0,0.01,5360.5,1069.8525599352465,4604,6117,820.0,74.95331880577403,767,873,0
23,Male,Single,High School or below,Non-technology Related Job,48613,Yes,TN,19,194,118,6,3,44,341,0.01,0.01,0.22,4507.0,1149.7556262093262,3694,5320,995.5,333.0472939388639,760,1231,0
53,Female,Single,High School or below,Others,159513,No,UT,76,391,133,4,0,63,13,0.0,0.02,0.68,4059.3333333333335,1683.6746518651796,2259,5595,1037.3333333333333,150.19431857874432,864,1129,0
69,Female,Single,High School or below,Non-technology Related Job,157542,Yes,HI,84,394,243,2,2,3,373,0.02,0.03,0.89,3590.5,2194.152342021857,2039,5142,768.5,366.9884194358182,509,1028,0
32,Male,Single,Bachelor or equivalent,Others,18442,Yes,ID,22,91,8,7,0,22,46,0.0,0.0,0.35,4037.5,2170.1107114615143,2503,5572,1089.5,228.39549032325485,928,1251,0
48,Female,Married,Bachelor or equivalent,Non-technology Related Job,16471,Yes,NH,29,94,118,5,2,62,406,0.02,0.01,0.56,2301.0,2030.52013040994,3,3853,311.0,279.95178156246834,3,550,0
78,Male,Married,Bachelor or equivalent,Others,127372,Yes,NM,87,291,133,2,3,81,78,0.0,0.02,0.01,2511.0,55.154328932550705,2472,2550,730.5,132.22896808188437,637,824,0
26,Male,Single,Master or equivalent,Non-technology Related Job,125401,Yes,WV,95,295,243,0,2,21,439,0.02,0.03,0.23,1608.0,554.3717164502533,1216,2000,637.0,41.012193308819754,608,666,1
56,Female,Married,PhD or equivalent,Others,236301,Yes,WY,33,492,8,5,3,40,111,0.0,0.0,0.68,5654.0,1165.3119753954304,4830,6478,842.5,174.65537495307723,719,966,0
72,Male,Single,High School or below,Non-technology Related Job,234330,Yes,KY,40,495,118,3,2,80,471,0.02,0.01,0.89,2496.6666666666665,2085.8644091439246,377,4547,675.3333333333334,404.7027715908718,377,1136,0
34,Female,Single,High School or below,Others,95230,Yes,ME,98,192,133,0,3,98,144,0.01,0.02,0.35,4012.5,2833.376872214496,2009,6016,668.5,0.7071067811865476,668,669,0
50,Female,Married,High School or below,Non-technology Related Job,93259,No,OH,105,195,243,6,1,39,4,0.03,0.03,0.56,3056.3333333333335,2728.388779725744,1059,6165,862.3333333333334,206.0687587513773,648,1059,1
13,Male,Married,High School or below,Others,204160,Yes,OR,43,392,8,3,3,57,176,0.01,0.0,0.02,1556.5,320.319371877506,1330,1783,778.0,159.80613254815975,665,891,0
29,Male,Married,Bachelor or equivalent,Non-technology Related Job,202189,Yes,AR,51,396,118,1,1,98,36,0.03,0.01,0.23,3322.5,1030.2545801887998,2594,4051,937.5,508.4097756731277,578,1297,0
59,Female,Married,Bachelor or equivalent,Others,63089,Yes,CO,109,92,133,7,2,16,209,0.01,0.02,0.68,3040.0,2342.1850908926904,681,5365,706.3333333333334,53.68736660829374,670,768,0
75,Male,Single,Master or equivalent,Non-technology Related Job,61118,Yes,MN,116,96,243,4,1,57,69,0.03,0.03,0.89,1363.5,1539.371462643114,275,2452,352.0,369.10973977937783,91,613,1
37,Female,Single,Master or equivalent,Others,172019,No,MO,54,293,8,2,2,75,241,0.01,0.0,0.35,2824.3333333333335,2632.3526232884024,544,5705,700.0,140.0749799214692,544,815,0
53,Female,Married,High School or below,Non-technology Related Job,170047,Yes,SD,62,296,118,7,1,16,101,0.03,0.01,0.56,1710.5,173.24116139070415,1588,1833,626.0,237.58787847867995,458,794,0
16,Male,Single,High School or below,Others,30948,Yes,TX,0,493,133,5,2,34,274,0.02,0.02,0.02,2871.0,2193.4452352406706,1320,4422,588.5,210.0107140124046,440,737,0
31,Male,Married,High School or below,Non-technology Related Job,28977,Yes,GA,7,496,243,2,0,75,134,0.04,0.03,0.23,4852.0,900.8540392316615,4215,5489,983.5,98.2878425849301,914,1053,0
62,Female,Married,High School or below,Others,139877,Yes,ID,65,193,8,0,1,93,306,0.02,0.0,0.68,5389.5,159.0990257669732,5277,5502,898.0,26.870057685088806,879,917,0
78,Male,Single,Bachelor or equivalent,Non-technology Related Job,137906,Yes,NH,72,197,118,5,0,34,166,0.04,0.01,0.89,3839.5,269.4076836320746,3649,4030,639.5,44.54772721475249,608,671,0
40,Female,Single,Bachelor or equivalent,Others,248807,Yes,NM,10,394,133,3,1,52,339,0.02,0.02,0.35,1717.6666666666667,2277.1994496164216,159,4331,343.6666666666667,191.31474938784342,159,541,0
56,Female,Single,Master or equivalent,Non-technology Related Job,246836,Yes,WA,18,397,243,0,0,92,199,0.04,0.03,0.56,5828.0,304.05591591021545,5613,6043,815.0,271.5290039756342,623,1007,0
18,Male,Single,Master or equivalent,Others,107736,Yes,WI,76,94,8,6,1,11,371,0.02,0.0,0.02,5106.5,2129.0985181526944,3601,6612,670.0,220.61731573020282,514,826,0
34,Male,Married,High School or below,Non-technology Related Job,105765,No,KS,83,97,118,3,3,51,232,0.04,0.01,0.23,2530.0,446.89148570989806,2214,2846,632.0,446.89148570989806,316,948,0
65,Female,Married,High School or below,Others,216665,Yes,LA,21,294,133,1,1,70,404,0.03,0.02,0.69,3566.5,1448.8617946512359,2542,4591,670.5,350.017856687341,423,918,0
12,Male,Single,High School or below,Non-technology Related Job,214694,Yes,OH,29,298,243,6,3,10,264,0.05,0.03,0.9,2483.5,2431.740220500537,764,4203,732.0,45.254833995939045,700,764,0
43,Female,Married,High School or below,Others,75595,Yes,OR,86,495,8,4,0,29,437,0.03,0.0,0.35,3594.5,1617.1532085736342,2451,4738,746.5,99.7020561473032,676,817,0
59,Female,Single,Bachelor or equivalent,Non-technology Related Job,73624,Yes,AZ,94,498,118,1,3,69,297,0.05,0.01,0.56,4647.0,2665.792565073284,2762,6532,868.0,73.53910524340094,816,920,0
21,Male,Single,Bachelor or equivalent,Others,184524,No,CA,32,195,133,7,0,88,469,0.03,0.02,0.02,3779.5,2335.5736982591666,2128,5431,984.5,112.42997820866105,905,1064,0
37,Male,Married,Bachelor or equivalent,Non-technology Related Job,182553,No,MI,39,198,243,5,3,28,329,0.05,0.03,0.23,6061.0,1315.2186130069783,5131,6991,673.0,145.6639969244288,570,776,0
67,Female,Married,Master or equivalent,Others,43453,Yes,MS,97,395,8,2,0,47,2,0.03,0.0,0.69,3606.6666666666665,2326.9588164239894,1362,6008,970.0,349.7198879103103,690,1362,0
15,Male,Married,High School or below,Others,41482,Yes,SD,105,399,118,0,2,87,362,0.05,0.01,0.9,3125.5,1566.2415203282028,2018,4233,554.0,70.71067811865476,504,604,0
46,Female,Married,High School or below,Others,152383,Yes,TX,43,96,133,5,0,6,34,0.04,0.02,0.35,3936.0,229.1025971044414,3774,4098,786.5,45.96194077712559,754,819,0
62,Female,Single,High School or below,Others,150412,Yes,FL,50,99,243,3,2,46,394,0.06,0.03,0.56,1385.6666666666667,444.74074845164944,1018,1880,1072.3333333333333,166.2959209762324,940,1259,0
24,Male,Single,High School or below,Others,11312,Yes,HI,108,296,8,0,3,65,67,0.04,0.03,0.02,4785.5,1180.161217800348,3951,5620,844.5,201.52543263816605,702,987,0
40,Female,Married,High School or below,Others,9341,Yes,NV,116,299,118,6,2,5,427,0.06,0.01,0.23,2018.5,939.7449121969216,1354,2683,1012.0,483.6610383315985,670,1354,0
70,Female,Single,Bachelor or equivalent,Others,120242,Yes,NJ,53,496,133,3,3,24,99,0.04,0.01,0.69,2449.5,2294.5615049503467,827,4072,476.5,284.9640328181787,275,678,0
18,Male,Married,Bachelor or equivalent,Others,118271,No,WA,61,499,243,1,1,64,459,0.06,0.03,0.9,1810.3333333333333,2042.2872798245926,435,4157,655.3333333333334,204.4806429306533,435,839,0
48,Female,Married,Bachelor or equivalent,Others,229171,Yes,WI,119,196,8,6,3,82,132,0.04,0.03,0.35,1746.5,79.90306627407988,1690,1803,723.0,172.5340546095176,601,845,0
64,Female,Single,PhD or equivalent,Others,227200,Yes,IA,6,200,118,4,1,23,492,0.06,0.01,0.57,6045.0,654.780879378743,5582,6508,760.0,52.32590180780452,723,797,0
27,Male,Single,High School or below,Others,88100,Yes,KY,64,397,133,2,2,41,164,0.05,0.01,0.02,4286.0,2030.8106755677645,2850,5722,832.5,170.41273426595797,712,953,0
